model,lr,hidden_size,batch_size,pooling_style,epoch,acc,execution_time
lstm,0.001,128,64,max,4,0.831722759,0.651259184
lstm,0.001,128,64,max,5,0.826724425,0.643280745
lstm,0.001,128,64,max,6,0.831389537,0.645274162
lstm,0.001,128,64,max,7,0.83338887,0.644278049
lstm,0.001,128,64,max,8,0.836387871,0.644278049
lstm,0.001,128,64,max,9,0.841052982,0.644277334
lstm,0.001,128,64,max,10,0.826391203,0.660234451
lstm,0.001,128,64,max,11,0.815394868,0.649263859
lstm,0.001,128,64,max,12,0.81706098,0.659237146
lstm,0.001,128,64,max,13,0.817727424,0.652256966
lstm,0.001,128,64,max,14,0.795734755,0.650261641
lstm,0.001,128,64,max,15,0.80973009,0.647269487
lstm,0.001,128,128,avg,1,0.737754082,0.33206892
lstm,0.001,128,128,avg,2,0.818393869,0.331114769
lstm,0.001,128,128,avg,3,0.835054982,0.335103989
lstm,0.001,128,128,avg,4,0.836387871,0.337099314
lstm,0.001,128,128,avg,5,0.837054315,0.342085361
lstm,0.001,128,128,avg,6,0.835721426,0.334106922
lstm,0.001,128,128,avg,7,0.832722426,0.334106684
lstm,0.001,128,128,avg,8,0.834388537,0.344079971
lstm,0.001,128,128,avg,9,0.832722426,0.334106445
lstm,0.001,128,128,avg,10,0.829056981,0.334106445
lstm,0.001,128,128,avg,11,0.82739087,0.333109617
lstm,0.001,128,128,avg,12,0.829723426,0.33510375
lstm,0.001,128,128,avg,13,0.825391536,0.337098837
lstm,0.001,128,128,avg,14,0.824391869,0.331115246
lstm,0.001,128,128,avg,15,0.825391536,0.33610177
lstm,0.001,128,128,max,1,0.660113296,0.391909122
lstm,0.001,128,128,max,2,0.732755748,0.415888071
lstm,0.001,128,128,max,3,0.767744085,0.396939754
lstm,0.001,128,128,max,4,0.787404199,0.400927544
lstm,0.001,128,128,max,5,0.815728091,0.398933649
lstm,0.001,128,128,max,6,0.826724425,0.408906698
lstm,0.001,128,128,max,7,0.832055981,0.40092802
lstm,0.001,128,128,max,8,0.822059314,0.399931192
lstm,0.001,128,128,max,9,0.821059647,0.398933172
lstm,0.001,128,128,max,10,0.823392203,0.399930954
lstm,0.001,128,128,max,11,0.825724758,0.399930954
lstm,0.001,128,128,max,12,0.823392203,0.396938801
lstm,0.001,128,128,max,13,0.822725758,0.402922869
lstm,0.001,128,128,max,14,0.830723092,0.399930716
lstm,0.001,128,128,max,15,0.828390536,0.402922392
lstm,0.001,768,64,avg,1,0.830056648,2.6039958
lstm,0.001,768,64,avg,2,0.836721093,2.634955645
lstm,0.001,768,64,avg,3,0.845384872,2.621989965
lstm,0.001,768,64,avg,4,0.837054315,2.60802722
lstm,0.001,768,64,avg,5,0.832055981,2.733692169
lstm,0.001,768,64,avg,6,0.813395535,2.643931389
lstm,0.001,768,64,avg,7,0.815728091,2.621989727
lstm,0.001,768,64,avg,8,0.824391869,2.625979662
lstm,0.001,768,64,avg,9,0.816394535,2.62298727
lstm,0.001,768,64,avg,10,0.814395202,2.643931389
lstm,0.001,768,64,avg,11,0.812062646,2.623984814
lstm,0.001,768,64,avg,12,0.807064312,2.625977993
lstm,0.001,768,64,avg,13,0.80673109,2.625980139
lstm,0.001,768,64,avg,14,0.805064978,2.631963491
lstm,0.001,768,64,avg,15,0.80673109,2.616006613
lstm,0.001,768,64,max,1,0.828723759,2.981983423
lstm,0.001,768,64,max,2,0.831056315,2.998981953
lstm,0.001,768,64,max,3,0.845051649,2.967067242
lstm,0.001,768,64,max,4,0.846384538,2.979035139
lstm,0.001,768,64,max,5,0.844051983,2.991999626
lstm,0.001,768,64,max,6,0.841386205,2.977040529
lstm,0.001,768,64,max,7,0.82739087,2.970059156
lstm,0.001,768,64,max,8,0.842052649,2.99000597
lstm,0.001,768,64,max,9,0.830723092,3.010950089
lstm,0.001,768,64,max,10,0.82739087,2.981029749
lstm,0.001,768,64,max,11,0.803732089,3.100709438
lstm,0.001,768,64,max,12,0.813395535,3.001974106
lstm,0.001,768,64,max,13,0.821059647,2.990005732
lstm,0.001,768,64,max,14,0.8023992,2.994992256
lstm,0.001,768,64,max,15,0.826057981,3.012944221
lstm,0.001,768,128,avg,1,0.835721426,1.609653234
lstm,0.001,768,128,avg,2,0.849716761,1.599725246
lstm,0.001,768,128,avg,3,0.843385538,1.608698845
lstm,0.001,768,128,avg,4,0.840386538,1.632634878
lstm,0.001,768,128,avg,5,0.840053316,1.602715015
lstm,0.001,768,128,avg,6,0.834721759,1.615680695
lstm,0.001,768,128,avg,7,0.824725092,1.609695911
lstm,0.001,768,128,avg,8,0.824725092,1.603712559
lstm,0.001,768,128,avg,9,0.825724758,1.604709625
lstm,0.001,768,128,avg,10,0.814395202,1.610693455
lstm,0.001,768,128,avg,11,0.816394535,1.60770154
lstm,0.001,768,128,avg,12,0.822392536,1.611691475
lstm,0.001,768,128,avg,13,0.816061313,1.606705189
lstm,0.001,768,128,avg,14,0.814061979,1.607702017
lstm,0.001,768,128,avg,15,0.814061979,1.606704473
lstm,0.001,768,128,max,1,0.770743086,1.966698885
lstm,0.001,768,128,max,2,0.80973009,1.956768274
lstm,0.001,768,128,max,3,0.836387871,1.972725391
lstm,0.001,768,128,max,4,0.836054648,1.96374917
lstm,0.001,768,128,max,5,0.834055315,1.953776121
lstm,0.001,768,128,max,6,0.833055648,1.96873641
lstm,0.001,768,128,max,7,0.831722759,1.973723412
lstm,0.001,768,128,max,8,0.837054315,1.982699156
lstm,0.001,768,128,max,9,0.83338887,1.973722935
lstm,0.001,768,128,max,10,0.836054648,1.95377636
lstm,0.001,768,128,max,11,0.832722426,2.079440355
lstm,0.001,768,128,max,12,0.831389537,1.95676899
lstm,0.001,768,128,max,13,0.830723092,1.977712154
lstm,0.001,768,128,max,14,0.828723759,1.964746714
lstm,0.001,768,128,max,15,0.824391869,1.957766056
lstm,0.0001,128,64,avg,1,0.712762413,0.56644249
lstm,0.0001,128,64,avg,2,0.726091303,0.569477558
lstm,0.0001,128,64,avg,3,0.731422859,0.579450607
lstm,0.0001,128,64,avg,4,0.742419194,0.572469711
lstm,0.0001,128,64,avg,5,0.757747418,0.589423895
lstm,0.0001,128,64,avg,6,0.770743086,0.569477558
lstm,0.0001,128,64,avg,7,0.780406531,0.577456236
lstm,0.0001,128,64,avg,8,0.790403199,0.568479776
lstm,0.0001,128,64,avg,9,0.796067977,0.574463606
lstm,0.0001,128,64,avg,10,0.8023992,0.627322674
lstm,0.0001,128,64,avg,11,0.811062979,0.585435152
lstm,0.0001,128,64,avg,12,0.816727757,0.582442522
lstm,0.0001,128,64,avg,13,0.822059314,0.569477558
lstm,0.0001,128,64,avg,14,0.825724758,0.57047534
lstm,0.0001,128,64,avg,15,0.83038987,0.571471691
lstm,0.0001,128,64,max,1,0.660113296,0.64124012
lstm,0.0001,128,64,max,2,0.67410863,0.653254032
lstm,0.0001,128,64,max,3,0.688437188,0.732042551
lstm,0.0001,128,64,max,4,0.708097301,0.660234928
lstm,0.0001,128,64,max,5,0.714095302,0.645275354
lstm,0.0001,128,64,max,6,0.732089304,0.647268772
lstm,0.0001,128,64,max,7,0.738753749,0.643280268
lstm,0.0001,128,64,max,8,0.746084638,0.657242298
lstm,0.0001,128,64,max,9,0.760746418,0.648267031
lstm,0.0001,128,64,max,10,0.77440853,0.646272182
lstm,0.0001,128,64,max,11,0.779406864,0.643280029
lstm,0.0001,128,64,max,12,0.78907031,0.654253244
lstm,0.0001,128,64,max,13,0.797067644,0.645274878
lstm,0.0001,128,64,max,14,0.790403199,0.646271467
lstm,0.0001,128,64,max,15,0.803398867,0.651259422
lstm,0.0001,128,128,avg,1,0.634455182,0.333073139
lstm,0.0001,128,128,avg,2,0.714761746,0.334106684
lstm,0.0001,128,128,avg,3,0.73742086,0.333109856
lstm,0.0001,128,128,avg,4,0.73742086,0.333109617
lstm,0.0001,128,128,avg,5,0.739753416,0.334107161
lstm,0.0001,128,128,avg,6,0.740753082,0.335104465
lstm,0.0001,128,128,avg,7,0.74341886,0.347072363
lstm,0.0001,128,128,avg,8,0.748083972,0.34009099
lstm,0.0001,128,128,avg,9,0.754748417,0.336101532
lstm,0.0001,128,128,avg,10,0.761412862,0.336100817
lstm,0.0001,128,128,avg,11,0.768743752,0.334107161
lstm,0.0001,128,128,avg,12,0.777740753,0.335104227
lstm,0.0001,128,128,avg,13,0.786737754,0.333109617
lstm,0.0001,128,128,avg,14,0.794068644,0.347072124
lstm,0.0001,128,128,avg,15,0.7964012,0.336101532
lstm,0.0001,128,128,max,1,0.665778074,0.394903183
lstm,0.0001,128,128,max,2,0.667777408,0.399923563
lstm,0.0001,128,128,max,3,0.672775741,0.398934841
lstm,0.0001,128,128,max,4,0.679440187,0.41987586
lstm,0.0001,128,128,max,5,0.686104632,0.409904718
lstm,0.0001,128,128,max,6,0.6991003,0.406912327
lstm,0.0001,128,128,max,7,0.701099633,0.398933649
lstm,0.0001,128,128,max,8,0.720093302,0.399930239
lstm,0.0001,128,128,max,9,0.722425858,0.400928497
lstm,0.0001,128,128,max,10,0.738420526,0.405914783
lstm,0.0001,128,128,max,11,0.73742086,0.40092802
lstm,0.0001,128,128,max,12,0.749416861,0.40292263
lstm,0.0001,128,128,max,13,0.754748417,0.398933411
lstm,0.0001,128,128,max,14,0.769410197,0.400928259
lstm,0.0001,128,128,max,15,0.765411529,0.400928259
lstm,0.0001,768,64,avg,1,0.728090636,2.59701395
lstm,0.0001,768,64,avg,2,0.781406198,2.62498188
lstm,0.0001,768,64,avg,3,0.803732089,2.619995356
lstm,0.0001,768,64,avg,4,0.816394535,2.662880898
lstm,0.0001,768,64,avg,5,0.828057314,2.632961273
lstm,0.0001,768,64,avg,6,0.829390203,2.649915695
lstm,0.0001,768,64,avg,7,0.829723426,2.624982119
lstm,0.0001,768,64,avg,8,0.834721759,2.720726013
lstm,0.0001,768,64,avg,9,0.836721093,2.631962538
lstm,0.0001,768,64,avg,10,0.840053316,2.639941454
lstm,0.0001,768,64,avg,11,0.840386538,2.618014574
lstm,0.0001,768,64,avg,12,0.839386871,2.711750746
lstm,0.0001,768,64,avg,13,0.839053649,2.657894373
lstm,0.0001,768,64,avg,14,0.838720427,2.627974749
lstm,0.0001,768,64,avg,15,0.840053316,2.625980377
lstm,0.0001,768,64,max,1,0.727424192,2.990995884
lstm,0.0001,768,64,max,2,0.795068311,2.991003275
lstm,0.0001,768,64,max,3,0.808397201,2.983024836
lstm,0.0001,768,64,max,4,0.82005998,2.985019445
lstm,0.0001,768,64,max,5,0.824725092,2.995990038
lstm,0.0001,768,64,max,6,0.82739087,2.986016989
lstm,0.0001,768,64,max,7,0.831056315,2.99200058
lstm,0.0001,768,64,max,8,0.834055315,2.992997885
lstm,0.0001,768,64,max,9,0.83338887,2.987013817
lstm,0.0001,768,64,max,10,0.835054982,2.974048615
lstm,0.0001,768,64,max,11,0.835054982,3.187477589
lstm,0.0001,768,64,max,12,0.838720427,3.021920681
lstm,0.0001,768,64,max,13,0.836721093,2.992000103
lstm,0.0001,768,64,max,14,0.837054315,3.107691288
lstm,0.0001,768,64,max,15,0.840386538,2.994992018
lstm,0.0001,768,128,avg,1,0.715428191,1.619626284
lstm,0.0001,768,128,avg,2,0.744418527,1.606703758
lstm,0.0001,768,128,avg,3,0.783405531,1.601717949
lstm,0.0001,768,128,avg,4,0.806397867,1.615680456
lstm,0.0001,768,128,avg,5,0.82005998,1.621663809
lstm,0.0001,768,128,avg,6,0.82739087,1.615681171
lstm,0.0001,768,128,avg,7,0.831389537,1.611691236
lstm,0.0001,768,128,avg,8,0.835054982,1.612688065
lstm,0.0001,768,128,avg,9,0.837387537,1.609696388
lstm,0.0001,768,128,avg,10,0.840386538,1.608698606
lstm,0.0001,768,128,avg,11,0.841052982,1.620667458
lstm,0.0001,768,128,avg,12,0.844385205,1.61169076
lstm,0.0001,768,128,avg,13,0.844385205,1.612688541
lstm,0.0001,768,128,avg,14,0.845718094,1.607701778
lstm,0.0001,768,128,avg,15,0.845384872,1.605707645
lstm,0.0001,768,128,max,1,0.697767411,1.97866416
lstm,0.0001,768,128,max,2,0.723092303,1.968735933
lstm,0.0001,768,128,max,3,0.765411529,1.972726583
lstm,0.0001,768,128,max,4,0.790736421,1.958762169
lstm,0.0001,768,128,max,5,0.801732756,1.961755514
lstm,0.0001,768,128,max,6,0.807730756,1.968736172
lstm,0.0001,768,128,max,7,0.81706098,1.978709459
lstm,0.0001,768,128,max,8,0.821392869,1.965744019
lstm,0.0001,768,128,max,9,0.827724092,1.957766056
lstm,0.0001,768,128,max,10,0.83038987,1.96175456
lstm,0.0001,768,128,max,11,0.831389537,1.979707003
lstm,0.0001,768,128,max,12,0.83038987,1.978709459
lstm,0.0001,768,128,max,13,0.835721426,1.965744495
lstm,0.0001,768,128,max,14,0.83038987,1.97073102
lstm,0.0001,768,128,max,15,0.833055648,1.975717783
lstm,1.00E-05,128,64,avg,1,0.582139287,0.587388039
lstm,1.00E-05,128,64,avg,2,0.610463179,0.655247688
lstm,1.00E-05,128,64,avg,3,0.627790736,0.574463844
lstm,1.00E-05,128,64,avg,4,0.640786405,0.589424133
lstm,1.00E-05,128,64,avg,5,0.65778074,0.589423656
lstm,1.00E-05,128,64,avg,6,0.669443519,0.576458931
lstm,1.00E-05,128,64,avg,7,0.676107964,0.570474863
lstm,1.00E-05,128,64,avg,8,0.68443852,0.573466539
lstm,1.00E-05,128,64,avg,9,0.687770743,0.572469711
lstm,1.00E-05,128,64,avg,10,0.688103965,0.580447912
lstm,1.00E-05,128,64,avg,11,0.689103632,0.572469234
lstm,1.00E-05,128,64,avg,12,0.689436854,0.570474625
lstm,1.00E-05,128,64,avg,13,0.689103632,0.574464321
lstm,1.00E-05,128,64,avg,14,0.690103299,0.571472645
lstm,1.00E-05,128,64,avg,15,0.689103632,0.573467493
lstm,1.00E-05,128,64,max,1,0.559480173,0.64124155
lstm,1.00E-05,128,64,max,2,0.633455515,0.648266554
lstm,1.00E-05,128,64,max,3,0.644118627,0.65824008
lstm,1.00E-05,128,64,max,4,0.651782739,0.653253555
lstm,1.00E-05,128,64,max,5,0.652449184,0.669211626
lstm,1.00E-05,128,64,max,6,0.65344885,0.650261641
lstm,1.00E-05,128,64,max,7,0.653782073,0.656245947
lstm,1.00E-05,128,64,max,8,0.654115295,0.651258469
lstm,1.00E-05,128,64,max,9,0.655114962,0.677189827
lstm,1.00E-05,128,64,max,10,0.654781739,0.651258707
lstm,1.00E-05,128,64,max,11,0.655448184,0.659237146
lstm,1.00E-05,128,64,max,12,0.655114962,0.649263859
lstm,1.00E-05,128,64,max,13,0.655114962,0.648267031
lstm,1.00E-05,128,64,max,14,0.656114628,0.65225625
lstm,1.00E-05,128,64,max,15,0.658113962,0.649264097
lstm,1.00E-05,128,128,avg,1,0.464178607,0.332068205
lstm,1.00E-05,128,128,avg,2,0.478840387,0.335104227
lstm,1.00E-05,128,128,avg,3,0.489503499,0.335103989
lstm,1.00E-05,128,128,avg,4,0.502165945,0.335104465
lstm,1.00E-05,128,128,avg,5,0.513495501,0.348069906
lstm,1.00E-05,128,128,avg,6,0.52215928,0.336101055
lstm,1.00E-05,128,128,avg,7,0.537487504,0.336101055
lstm,1.00E-05,128,128,avg,8,0.548150616,0.348069429
lstm,1.00E-05,128,128,avg,9,0.56047984,0.336101294
lstm,1.00E-05,128,128,avg,10,0.573142286,0.336101532
lstm,1.00E-05,128,128,avg,11,0.583472176,0.337098122
lstm,1.00E-05,128,128,avg,12,0.594135288,0.338096142
lstm,1.00E-05,128,128,avg,13,0.604131956,0.336101294
lstm,1.00E-05,128,128,avg,14,0.616127957,0.336102009
lstm,1.00E-05,128,128,avg,15,0.624791736,0.337099075
lstm,1.00E-05,128,128,max,1,0.334221926,0.393903732
lstm,1.00E-05,128,128,max,2,0.334888371,0.399930716
lstm,1.00E-05,128,128,max,3,0.346884372,0.412896156
lstm,1.00E-05,128,128,max,4,0.37754082,0.403920174
lstm,1.00E-05,128,128,max,5,0.444185272,0.402922869
lstm,1.00E-05,128,128,max,6,0.509496834,0.401925564
lstm,1.00E-05,128,128,max,7,0.568477174,0.402923346
lstm,1.00E-05,128,128,max,8,0.603132289,0.402921915
lstm,1.00E-05,128,128,max,9,0.626457847,0.401925087
lstm,1.00E-05,128,128,max,10,0.634788404,0.401925564
lstm,1.00E-05,128,128,max,11,0.642119294,0.402922392
lstm,1.00E-05,128,128,max,12,0.648783739,0.401925087
lstm,1.00E-05,128,128,max,13,0.651116295,0.405915022
lstm,1.00E-05,128,128,max,14,0.653115628,0.401925564
lstm,1.00E-05,128,128,max,15,0.655114962,0.405914783
lstm,1.00E-05,768,64,avg,1,0.528823725,2.613974571
lstm,1.00E-05,768,64,avg,2,0.616127957,2.625979424
lstm,1.00E-05,768,64,avg,3,0.655781406,2.634955883
lstm,1.00E-05,768,64,avg,4,0.67410863,2.628971577
lstm,1.00E-05,768,64,avg,5,0.681106298,2.63296032
lstm,1.00E-05,768,64,avg,6,0.687770743,2.629968166
lstm,1.00E-05,768,64,avg,7,0.694435188,2.618000507
lstm,1.00E-05,768,64,avg,8,0.701432856,2.658891439
lstm,1.00E-05,768,64,avg,9,0.707097634,2.624981642
lstm,1.00E-05,768,64,avg,10,0.716427857,2.62996912
lstm,1.00E-05,768,64,avg,11,0.723425525,2.621990681
lstm,1.00E-05,768,64,avg,12,0.728757081,2.745657921
lstm,1.00E-05,768,64,avg,13,0.735421526,2.643931389
lstm,1.00E-05,768,64,avg,14,0.74341886,2.801509619
lstm,1.00E-05,768,64,avg,15,0.749416861,2.623984575
lstm,1.00E-05,768,64,max,1,0.636454515,3.009909153
lstm,1.00E-05,768,64,max,2,0.650116628,2.98701334
lstm,1.00E-05,768,64,max,3,0.652782406,3.006960392
lstm,1.00E-05,768,64,max,4,0.658447184,3.008955717
lstm,1.00E-05,768,64,max,5,0.661112962,2.991003036
lstm,1.00E-05,768,64,max,6,0.66811063,2.987014294
lstm,1.00E-05,768,64,max,7,0.674775075,2.999978542
lstm,1.00E-05,768,64,max,8,0.679773409,2.981029272
lstm,1.00E-05,768,64,max,9,0.686104632,2.991003513
lstm,1.00E-05,768,64,max,10,0.693435521,2.982026815
lstm,1.00E-05,768,64,max,11,0.698433855,3.007957697
lstm,1.00E-05,768,64,max,12,0.705431523,2.99200058
lstm,1.00E-05,768,64,max,13,0.711096301,2.980031967
lstm,1.00E-05,768,64,max,14,0.719426858,3.013941765
lstm,1.00E-05,768,64,max,15,0.726757747,2.993994713
lstm,1.00E-05,768,128,avg,1,0.55014995,1.610650301
lstm,1.00E-05,768,128,avg,2,0.605798067,1.604709864
lstm,1.00E-05,768,128,avg,3,0.639786738,1.718405962
lstm,1.00E-05,768,128,avg,4,0.668777074,1.607702255
lstm,1.00E-05,768,128,avg,5,0.677774075,1.603711843
lstm,1.00E-05,768,128,avg,6,0.68143952,1.613686323
lstm,1.00E-05,768,128,avg,7,0.683438854,1.605707169
lstm,1.00E-05,768,128,avg,8,0.687437521,1.60869956
lstm,1.00E-05,768,128,avg,9,0.69176941,1.607702255
lstm,1.00E-05,768,128,avg,10,0.6961013,1.626651764
lstm,1.00E-05,768,128,avg,11,0.697434189,1.613685608
lstm,1.00E-05,768,128,avg,12,0.700766411,1.605707169
lstm,1.00E-05,768,128,avg,13,0.704765078,1.612689972
lstm,1.00E-05,768,128,avg,14,0.708430523,1.610694408
lstm,1.00E-05,768,128,avg,15,0.712762413,1.613686085
lstm,1.00E-05,768,128,max,1,0.667444185,1.990633965
lstm,1.00E-05,768,128,max,2,0.668777074,1.959760189
lstm,1.00E-05,768,128,max,3,0.671442852,1.971728325
lstm,1.00E-05,768,128,max,4,0.672442519,1.957766056
lstm,1.00E-05,768,128,max,5,0.675774742,1.96574378
lstm,1.00E-05,768,128,max,6,0.685104965,1.988682985
lstm,1.00E-05,768,128,max,7,0.68577141,1.957765818
lstm,1.00E-05,768,128,max,8,0.68877041,1.982698679
lstm,1.00E-05,768,128,max,9,0.693102299,1.958763123
lstm,1.00E-05,768,128,max,10,0.695768077,1.967739105
lstm,1.00E-05,768,128,max,11,0.700099967,1.981702089
lstm,1.00E-05,768,128,max,12,0.704098634,1.964746714
lstm,1.00E-05,768,128,max,13,0.705431523,1.968736649
lstm,1.00E-05,768,128,max,14,0.708097301,1.958763361
lstm,1.00E-05,768,128,max,15,0.717094302,1.952779293
bert,0.001,128,64,avg,1,0.833055648,52.27273965
bert,0.001,128,64,avg,2,0.795401533,52.33207917
bert,0.001,128,64,avg,3,0.834055315,51.79950404
bert,0.001,128,64,avg,4,0.815394868,52.91053343
bert,0.001,128,64,avg,5,0.824725092,53.42316246
bert,0.001,128,64,avg,6,0.8023992,54.27089596
bert,0.001,128,64,avg,7,0.813062313,55.78085756
bert,0.001,128,64,avg,8,0.77440853,58.45371938
bert,0.001,128,64,avg,9,0.7994002,59.9596858
bert,0.001,128,64,avg,10,0.806064645,62.39417744
bert,0.001,128,64,avg,11,0.803398867,63.46630478
bert,0.001,128,64,avg,12,0.796067977,65.44301796
bert,0.001,128,64,avg,13,0.783738754,67.93036747
bert,0.001,128,64,avg,14,0.792735755,72.77042556
bert,0.001,128,64,avg,15,0.792735755,74.34621263
bert,0.001,128,64,max,1,0.842385871,53.09698892
bert,0.001,128,64,max,2,0.817727424,53.14290595
bert,0.001,128,64,max,3,0.811729424,53.13093805
bert,0.001,128,64,max,4,0.832389204,53.50394082
bert,0.001,128,64,max,5,0.82005998,53.93279433
bert,0.001,128,64,max,6,0.801732756,54.42447972
bert,0.001,128,64,max,7,0.751749417,54.13924146
bert,0.001,128,64,max,8,0.794735088,54.50227094
bert,0.001,128,64,max,9,0.756747751,55.21037793
bert,0.001,128,64,max,10,0.797067644,55.8746016
bert,0.001,128,64,max,11,0.798733755,58.45071387
bert,0.001,128,64,max,12,0.791402866,59.62756848
bert,0.001,128,64,max,13,0.818060646,60.78858614
bert,0.001,128,64,max,14,0.804065312,61.32337904
bert,0.001,128,64,max,15,0.799066978,62.27862859
